,postcode,year,Accident_risk
61921,L40 8HR,2012,1.4
61922,L40 8HX,2012,1
61923,L40 8HX,2013,1
61924,L40 8HZ,2012,1.230769231
61925,L40 8HZ,2013,1.25
61926,L40 8JA,2012,1.9
61927,L40 8JG,2012,1.857142857
61928,L40 8JQ,2012,1.5
61929,L40 8JQ,2013,1.454545455
61930,L40 8JT,2012,3
61931,L40 8JU,2012,1
61932,L40 8JU,2013,1.666666667
61933,L40 8LD,2012,1.4
61934,L40 8LD,2013,1.4
61935,L40 9QB,2012,1
61936,L40 9QB,2013,1.555555556
61937,L40 9QG,2012,1
61938,L40 9QG,2013,2.142857143
61939,L40 9QQ,2012,1.285714286
61940,L40 9QQ,2013,1
61941,L40 9QY,2012,1.666666667
61942,L40 9RH,2012,1
61943,L40 9RJ,2012,1.8
61944,L40 9RJ,2013,1.166666667
61945,L40 9RS,2012,1
61946,L40 9RS,2013,1
61947,L40 9RT,2012,1
61948,L40 9RT,2013,2
61949,L40 9RU,2012,1
61950,L40 9RU,2013,1.666666667
61951,L5,2012,2
61952,L5 0QD,2013,1
61953,L5 0RF,2012,1.3
61954,L5 0RF,2013,1
61955,L5 0RS,2012,1.25
61956,L5 1AG,2012,2.333333333
61957,L5 1TH,2012,1
61958,L5 2BJ,2012,2
61959,L5 2BJ,2013,1
61960,L5 2PA,2012,1.125
61961,L5 2PX,2012,1
61962,L5 2QB,2012,1
61963,L5 2QB,2013,1
61964,L5 2QQ,2012,1.5
61965,L5 2SR,2012,2
61966,L5 2SR,2013,2
61967,L5 3LD,2012,5
61968,L5 3LD,2013,1
61969,L5 3QG,2012,1.666666667
61970,L5 3SR,2012,1.333333333
61971,L5 3SY,2012,1
61972,L5 3SY,2013,1.333333333
61973,L5 4LJ,2012,1
61974,L5 4LJ,2013,1
61975,L5 4PY,2012,1.666666667
61976,L5 4PY,2013,1
61977,L5 4QZ,2013,1
61978,L5 4TN,2012,1
61979,L5 5AE,2012,1
61980,L5 5AJ,2012,1
61981,L5 5AJ,2013,1
61982,L5 5AQ,2012,1.75
61983,L5 5AQ,2013,1
61984,L5 5BD,2012,1.25
61985,L5 5BL,2012,4
61986,L5 5FA,2012,1.25
61987,L5 5FB,2012,1
61988,L5 6PR,2012,1
61989,L5 6PR,2013,1.222222222
61990,L5 6PT,2012,1.076923077
61991,L5 6PT,2013,2
61992,L5 6QB,2012,1
61993,L5 6RS,2012,2
61994,L5 6RX,2012,1.333333333
61995,L5 6RX,2013,1
61996,L5 7QP,2012,1.25
61997,L5 7QP,2013,2
61998,L5 7QY,2012,2
61999,L5 7QY,2013,3
62000,L5 7RS,2012,1.5
62001,L5 7RT,2012,1.666666667
62002,L5 7RW,2012,1
62003,L5 7SP,2012,2
62004,L5 7SP,2013,1.75
62005,L5 8TN,2012,2.2
62006,L5 8TN,2013,2.333333333
62007,L5 8YB,2012,1.333333333
62008,L5 8YB,2013,4
62009,L5 9AA,2012,1.25
62010,L5 9RD,2012,3
62011,L5 9SR,2012,3.333333333
62012,L5 9SR,2013,1
62013,L5 9SY,2012,1.6
62014,L5 9SY,2013,1
62015,L5 9TY,2012,1.571428571
62016,L5 9TY,2013,2
62017,L5 9XS,2012,2.5
62018,L5 9XS,2013,1.8
62019,L6,2012,2
62020,L6 0AJ,2013,1
62021,L6 0BA,2012,1.25
62022,L6 0BA,2013,1.3
62023,L6 0BL,2013,1
62024,L6 1AH,2012,2
62025,L6 1AL,2012,2
62026,L6 1DE,2012,2
62027,L6 1DE,2013,1
62028,L6 1EG,2012,1.625
62029,L6 1HE,2012,1
62030,L6 1HF,2012,1
62031,L6 1HP,2012,1.333333333
62032,L6 1HR,2012,2.5
62033,L6 1HR,2013,1
62034,L6 1NH,2012,1.25
62035,L6 1NL,2012,2
62036,L6 1NN,2012,1.333333333
62037,L6 2AF,2012,1
62038,L6 2AF,2013,1
62039,L6 2AU,2012,2
62040,L6 2ER,2012,1
62041,L6 2ER,2013,2
62042,L6 4BW,2012,1
62043,L6 4BW,2013,1.5
62044,L6 5EG,2012,1.6
62045,L6 6AU,2012,1
62046,L6 6AW,2012,1
62047,L6 6AW,2013,1
62048,L6 6DW,2012,1
62049,L6 6DW,2013,1
62050,L6 7UR,2013,5
62051,L6 7UW,2012,1.4
62052,L6 8NW,2012,1.222222222
62053,L6 8NW,2013,1
62054,L6 9ES,2012,1
62055,L6 9ES,2013,2.75
62056,L7,2012,3
62057,L7 0AE,2012,1.888888889
62058,L7 0AE,2013,2.5
62059,L7 0BA,2012,2
62060,L7 0EW,2012,1.75
62061,L7 0EW,2013,1
62062,L7 0JA,2012,1.285714286
62063,L7 0JD,2012,1
62064,L7 0JG,2012,1
62065,L7 0LQ,2013,1
62066,L7 1AL,2012,1.6
62067,L7 1QX,2012,1.5
62068,L7 1QX,2013,2
62069,L7 2GA,2012,1.333333333
62070,L7 2GA,2013,1.6
62071,L7 2PH,2012,1.363636364
62072,L7 2PH,2013,1
62073,L7 2PL,2012,1.25
62074,L7 2PN,2012,1
62075,L7 2PN,2013,1
62076,L7 2PS,2012,2
62077,L7 2PS,2013,1.5
62078,L7 2QS,2012,1.777777778
62079,L7 2QS,2013,1.142857143
62080,L7 2RE,2012,1.666666667
62081,L7 2RG,2012,1
62082,L7 2RJ,2012,1.2
62083,L7 2RJ,2013,1
62084,L7 3HD,2012,1
62085,L7 3HD,2013,1.333333333
62086,L7 3NY,2012,2.142857143
62087,L7 4JQ,2012,1.25
62088,L7 4JQ,2013,1.777777778
62089,L7 5NB,2012,1.75
62090,L7 5QR,2012,1
62091,L7 6AN,2012,1
62092,L7 6AN,2013,1.5
62093,L7 6JH,2012,1.2
62094,L7 6LY,2012,1
62095,L7 7BY,2012,3
62096,L7 7DN,2012,2
62097,L7 7DN,2013,1
62098,L7 8RQ,2012,1.333333333
62099,L7 8RQ,2013,1
62100,L7 8SX,2012,1.4
62101,L7 8SX,2013,2
62102,L7 8TA,2012,2
62103,L7 8TN,2012,1
62104,L7 8TN,2013,1
62105,L7 8TS,2012,1.166666667
62106,L7 8XA,2012,1
62107,L7 8XE,2012,1.470588235
62108,L7 8XE,2013,1.333333333
62109,L7 8XP,2012,1.833333333
62110,L7 8XP,2013,2
62111,L7 9LB,2012,1.4
62112,L7 9LB,2013,1.6
62113,L7 9NB,2012,1
62114,L7 9NB,2013,1
62115,L7 9NG,2012,3
62116,L7 9NG,2013,1.666666667
62117,L7 9PA,2012,1.333333333
62118,L7 9PA,2013,1
62119,L7 9QA,2012,1
62120,L7 9QA,2013,1
62121,L8,2012,3
62122,L8 0HA,2012,3
62123,L8 0QE,2013,1
62124,L8 0QH,2012,3
62125,L8 0QL,2012,1
62126,L8 0QL,2013,1
62127,L8 0QN,2012,1.5
62128,L8 0SU,2012,1.428571429
62129,L8 0UN,2012,2
62130,L8 0UN,2013,1.6
62131,L8 1SU,2012,1.846153846
62132,L8 1SU,2013,1.5
62133,L8 1UN,2012,1.25
62134,L8 1XB,2012,1.285714286
62135,L8 1XB,2013,1
62136,L8 1YP,2012,1.6
62137,L8 1YP,2013,1
62138,L8 1YS,2012,1.444444444
62139,L8 2TG,2012,1.666666667
62140,L8 4LY,2012,1
62141,L8 5RN,2012,1.461538462
62142,L8 5RN,2013,1
62143,L8 5RU,2013,1
62144,L8 7NP,2012,1.888888889
62145,L8 7PE,2012,1.5
62146,L8 7QL,2012,1.25
62147,L8 8AA,2012,1.875
62148,L9,2012,1.166666667
62149,L9,2013,1
62150,L9 0EP,2012,1
62151,L9 0EQ,2012,1
62152,L9 0EU,2012,1.363636364
62153,L9 0HU,2012,1.75
62154,L9 0HU,2013,1
62155,L9 0HY,2012,1
62156,L9 0HY,2013,2.5
62157,L9 0LR,2012,2
62158,L9 0LR,2013,3
62159,L9 1AB,2012,1.5
62160,L9 1AD,2012,1.636363636
62161,L9 1AW,2012,1
62162,L9 1BG,2012,1
62163,L9 1DD,2012,2.4
62164,L9 1DD,2013,1
62165,L9 1DJ,2012,1.8
62166,L9 1DZ,2012,1
62167,L9 1DZ,2013,1.125
62168,L9 1EW,2012,1.166666667
62169,L9 1NR,2012,2.25
62170,L9 2AY,2012,1.428571429
62171,L9 2AY,2013,1
62172,L9 2BU,2012,1
62173,L9 3AS,2012,1.2
62174,L9 3DA,2012,1.4
62175,L9 3DA,2013,1
62176,L9 3DD,2012,1.375
62177,L9 3DN,2012,1
62178,L9 4SR,2012,2
62179,L9 5AA,2012,2
62180,L9 5AA,2013,1.4
62181,L9 5AE,2012,1.333333333
62182,L9 6AD,2012,1.5625
62183,L9 6AP,2012,1.454545455
62184,L9 6AP,2013,1
62185,L9 6AQ,2012,1.5
62186,L9 6AW,2012,2
62187,L9 6BB,2012,1.285714286
62188,L9 6BL,2012,1
62189,L9 6DH,2012,1.571428571
62190,L9 6DH,2013,2.5
62191,L9 6ED,2012,3
62192,L9 7AA,2012,1.75
62193,L9 7AD,2012,1.25
62194,L9 7AD,2013,2
62195,L9 7AL,2012,2.111111111
62196,L9 7AL,2013,2
62197,L9 7HJ,2012,1
62198,L9 7LD,2012,1.5
62199,L9 7LQ,2012,1.428571429
62200,L9 8AA,2012,1.625
62201,L9 8AA,2013,1
62202,L9 8AN,2012,2
62203,L9 8AP,2012,1.75
62204,L9 8AP,2013,1
62205,L9 8DB,2012,1.125
62206,L9 8DB,2013,1.8
62207,L9 8DE,2012,2
62208,L9 8EH,2012,1.928571429
62209,L9 8EH,2013,1
62210,L9 9AT,2012,1.75
62211,L9 9AX,2012,1.4
62212,L9 9BG,2012,1
62213,L9 9DB,2012,1.25
62214,L9 9DT,2012,1.25
62215,L9 9DT,2013,1.142857143
62216,L9 9DU,2012,1.5
62217,L9 9DU,2013,1.75
62218,L9 9DY,2012,1
62219,L9 9DY,2013,1
62220,L9 9EN,2012,1.285714286
62221,LA1 1AA,2012,1.285714286
62222,LA1 1AG,2012,1.285714286
62223,LA1 1AG,2013,1.2
62224,LA1 1AW,2012,1.571428571
62225,LA1 1AW,2013,1
62226,LA1 1BB,2012,2.333333333
62227,LA1 1BB,2013,1
62228,LA1 1BP,2012,1
62229,LA1 1BP,2013,1
62230,LA1 1BS,2012,2.333333333
62231,LA1 1BS,2013,1
62232,LA1 1DB,2012,1.545454545
62233,LA1 1DB,2013,1
62234,LA1 1DG,2012,2.5
62235,LA1 1DG,2013,1
62236,LA1 1DN,2012,1.875
62237,LA1 1DN,2013,1
62238,LA1 1EB,2012,1
62239,LA1 1EX,2012,1.6
62240,LA1 1EX,2013,1.25
62241,LA1 1GA,2012,1
62242,LA1 1GA,2013,1
62243,LA1 1GX,2012,1.333333333
62244,LA1 1GX,2013,1.5
62245,LA1 1HD,2012,2
62246,LA1 1HD,2013,1
62247,LA1 1HF,2012,1
62248,LA1 1HH,2012,1.571428571
62249,LA1 1HH,2013,1.166666667
62250,LA1 1HP,2012,1
62251,LA1 1JN,2012,1.5
62252,LA1 1JN,2013,1.714285714
62253,LA1 1JY,2012,1
62254,LA1 1JY,2013,1
62255,LA1 1JZ,2012,1
62256,LA1 1JZ,2013,2
62257,LA1 1LE,2012,1
62258,LA1 1LE,2013,2
62259,LA1 1LH,2012,1
62260,LA1 1LT,2013,1.5
62261,LA1 1NG,2012,1.3
62262,LA1 1NJ,2012,1.8
62263,LA1 1NJ,2013,2
62264,LA1 1NN,2012,1
62265,LA1 1NN,2013,2
62266,LA1 1NR,2012,1.75
62267,LA1 1NS,2012,1.333333333
62268,LA1 1NZ,2012,1.176470588
62269,LA1 1PB,2012,2
62270,LA1 1PB,2013,1
62271,LA1 1PL,2012,1
62272,LA1 1PL,2013,1
62273,LA1 1QD,2012,1
62274,LA1 1QH,2012,1.5
62275,LA1 1QW,2012,1
62276,LA1 1QW,2013,1.5
62277,LA1 1RN,2012,1.2
62278,LA1 1RN,2013,2
62279,LA1 1SA,2012,1
62280,LA1 1SA,2013,1
62281,LA1 1TJ,2012,1
62282,LA1 1TJ,2013,1
62283,LA1 1UA,2012,1.571428571
62284,LA1 1UA,2013,1.2
62285,LA1 1UJ,2012,1
62286,LA1 1UN,2012,1.5
62287,LA1 1UU,2012,2
62288,LA1 1XD,2012,1.454545455
62289,LA1 1XN,2012,2.5
62290,LA1 1XN,2013,1
62291,LA1 1XQ,2013,1.5
62292,LA1 1XU,2012,1.166666667
62293,LA1 1XZ,2012,2
62294,LA1 1XZ,2013,2
62295,LA1 1YB,2013,1
62296,LA1 1YD,2012,1.4
62297,LA1 1YD,2013,1
62298,LA1 2AB,2013,1
62299,LA1 2AP,2012,1.4
62300,LA1 2AP,2013,4
62301,LA1 2AR,2012,2.25
62302,LA1 2AR,2013,1
62303,LA1 2BF,2012,1
62304,LA1 2BF,2013,1.25
62305,LA1 2BP,2012,2.666666667
62306,LA1 2BP,2013,1
62307,LA1 2EG,2012,2.25
62308,LA1 2EG,2013,1
62309,LA1 2EN,2012,1.5
62310,LA1 2EN,2013,1
62311,LA1 2HT,2012,1
62312,LA1 2HT,2013,1.5
62313,LA1 2HY,2012,1.2
62314,LA1 2HY,2013,1.333333333
62315,LA1 2JF,2012,1
62316,LA1 2JG,2012,1.714285714
62317,LA1 2JN,2012,2
62318,LA1 2JN,2013,1
62319,LA1 2JU,2012,1
62320,LA1 2LL,2012,1
62321,LA1 2LR,2012,2
62322,LA1 2NA,2012,1.142857143
62323,LA1 2NW,2012,1.5
62324,LA1 2PP,2012,1
62325,LA1 2PP,2013,2
62326,LA1 2QQ,2012,1.4
62327,LA1 2QQ,2013,1
62328,LA1 2RH,2012,1.25
62329,LA1 2RH,2013,1
62330,LA1 2RQ,2012,1.285714286
62331,LA1 2RR,2012,1
62332,LA1 2RR,2013,1
62333,LA1 2RS,2012,1.923076923
62334,LA1 2RS,2013,2
62335,LA1 2RX,2012,1
62336,LA1 2RX,2013,3
62337,LA1 2TY,2012,2
62338,LA1 2TY,2013,1
62339,LA1 3AA,2012,3
62340,LA1 3AD,2012,1
62341,LA1 3AD,2013,1
62342,LA1 3AJ,2012,2
62343,LA1 3AN,2012,2.166666667
62344,LA1 3AN,2013,1.166666667
62345,LA1 3AR,2012,1
62346,LA1 3BS,2012,1
62347,LA1 3BU,2012,1.4
62348,LA1 3EB,2012,2.5
62349,LA1 3EB,2013,1.8
62350,LA1 3EE,2012,3
62351,LA1 3EF,2012,1
62352,LA1 3EF,2013,1.4375
62353,LA1 3EQ,2012,1
62354,LA1 3EQ,2013,1.333333333
62355,LA1 3FX,2012,1
62356,LA1 3HF,2012,2
62357,LA1 3HF,2013,1
62358,LA1 3HH,2012,3
62359,LA1 3JJ,2013,2
62360,LA1 3JL,2012,2.5
62361,LA1 3JL,2013,1.357142857
62362,LA1 3JT,2012,1
62363,LA1 3JT,2013,1
62364,LA1 3JW,2012,2
62365,LA1 3JW,2013,1
62366,LA1 3LP,2012,1
62367,LA1 3LP,2013,1.5
62368,LA1 3PB,2012,1.5
62369,LA1 3PB,2013,1
62370,LA1 3QF,2012,3
62371,LA1 3RA,2012,1
62372,LA1 4AS,2012,1.9
62373,LA1 4DS,2012,1
62374,LA1 4DS,2013,3
62375,LA1 4EL,2012,2
62376,LA1 4EL,2013,1.4
62377,LA1 4EU,2012,2.2
62378,LA1 4EU,2013,1
62379,LA1 4HN,2012,1.25
62380,LA1 4HN,2013,2
62381,LA1 4HT,2012,1.2
62382,LA1 4HT,2013,2.6
62383,LA1 4JF,2012,1.5
62384,LA1 4JF,2013,1.25
62385,LA1 4JP,2012,1.5
62386,LA1 4JP,2013,5
62387,LA1 4PL,2012,1.25
62388,LA1 4PL,2013,1
62389,LA1 4QN,2012,1.666666667
62390,LA1 4QN,2013,1
62391,LA1 4RP,2012,1
62392,LA1 4RQ,2012,1.333333333
62393,LA1 4RQ,2013,1
62394,LA1 4SE,2012,2
62395,LA1 4SE,2013,1
62396,LA1 4SG,2012,2
62397,LA1 4SQ,2012,2.666666667
62398,LA1 4SQ,2013,1.333333333
62399,LA1 4ST,2012,2
62400,LA1 4UN,2012,2.333333333
62401,LA1 4UN,2013,1
62402,LA1 4UT,2012,1.5
62403,LA1 4UW,2012,1.125
62404,LA1 4WA,2012,1
62405,LA1 4WA,2013,1
62406,LA1 4XA,2012,1
62407,LA1 4XB,2012,1.142857143
62408,LA1 4XD,2013,1
62409,LA1 4XN,2012,1.25
62410,LA1 5AH,2012,1
62411,LA1 5AH,2013,1.666666667
62412,LA1 5AL,2012,1.444444444
62413,LA1 5AL,2013,1.5
62414,LA1 5DB,2012,1
62415,LA1 5HF,2012,1.666666667
62416,LA1 5HH,2012,2
62417,LA1 5HH,2013,1
62418,LA1 5HY,2012,1.125
62419,LA1 5JB,2012,1.2
62420,LA1 5JD,2012,1
62421,LA1 5JD,2013,1.5
62422,LA1 5JR,2012,2
62423,LA1 5JR,2013,1.111111111
62424,LA1 5NL,2012,1
62425,LA1 5NL,2013,1.5
62426,LA1 5PQ,2012,3
62427,LA1 5PQ,2013,1
62428,LA1 5PR,2012,1.466666667
62429,LA1 5PR,2013,1
62430,LA1 5RJ,2012,2
62431,LA1 5RJ,2013,1
62432,LA10 5BX,2012,2.125
62433,LA10 5BX,2013,1
62434,LA10 5EJ,2012,1.5
62435,LA10 5EQ,2012,2
62436,LA10 5EQ,2013,1.666666667
62437,LA10 5HA,2012,1.181818182
62438,LA10 5HA,2013,3
62439,LA10 5HP,2013,1
62440,LA10 5LH,2012,1.333333333
62441,LA10 5PN,2012,1.5
62442,LA10 5PQ,2012,1.8
62443,LA10 5PQ,2013,1
62444,LA10 5PU,2013,1
62445,LA10 5PX,2012,1
62446,LA10 5QE,2012,1
62447,LA10 5QE,2013,1.285714286
62448,LA10 5RB,2012,2
62449,LA10 5RB,2013,1.333333333
62450,LA10 5RX,2012,1
62451,LA10 5SR,2012,1
62452,LA11 6AB,2012,1.444444444
62453,LA11 6AZ,2012,1.692307692
62454,LA11 6AZ,2013,1
62455,LA11 6ER,2012,1
62456,LA11 6ER,2013,1
62457,LA11 6FD,2012,1.25
62458,LA11 6HR,2012,1.777777778
62459,LA11 6HR,2013,1
62460,LA11 6JB,2012,1.333333333
62461,LA11 6JB,2013,1.5
62462,LA11 6JT,2012,1
62463,LA11 6JT,2013,2
62464,LA11 6LD,2012,2
62465,LA11 6NA,2012,4
62466,LA11 6QR,2013,1
62467,LA11 6QU,2012,1.75
62468,LA11 6RH,2012,1.333333333
62469,LA11 6RJ,2012,1.333333333
62470,LA11 6RJ,2013,1
62471,LA11 6SN,2012,1
62472,LA11 6WA,2012,1
62473,LA11 7BL,2013,1
62474,LA11 7DW,2012,1
62475,LA11 7DW,2013,1
62476,LA11 7HF,2012,1
62477,LA11 7HS,2012,2
62478,LA11 7JP,2012,1.75
62479,LA11 7JP,2013,1.25
62480,LA11 7JX,2012,2
62481,LA11 7JX,2013,1
62482,LA11 7LU,2012,1.5
62483,LA11 7LU,2013,2.333333333
62484,LA11 7NH,2012,1
62485,LA11 7PR,2012,2
62486,LA11 7PT,2012,1.75
62487,LA12 0AB,2012,1
62488,LA12 0AG,2012,1.5
62489,LA12 0BL,2012,1
62490,LA12 0BL,2013,1.5
62491,LA12 0DB,2012,1.2
62492,LA12 0DH,2012,1.6
62493,LA12 0DH,2013,1.444444444
62494,LA12 0DZ,2012,1.4
62495,LA12 0EX,2012,1.571428571
62496,LA12 0EX,2013,1.142857143
62497,LA12 0HG,2012,1
62498,LA12 0HY,2012,1.214285714
62499,LA12 0JN,2012,1.5
62500,LA12 0JN,2013,1
62501,LA12 0JR,2012,1
62502,LA12 0JW,2012,1
62503,LA12 0JW,2013,1
62504,LA12 0LN,2012,1
62505,LA12 0LU,2012,1.25
62506,LA12 0LU,2013,1
62507,LA12 0RE,2012,1
62508,LA12 0RE,2013,1
62509,LA12 0SN,2012,1.666666667
62510,LA12 0UX,2013,1
62511,LA12 7AA,2012,1.5
62512,LA12 7AD,2012,1.428571429
62513,LA12 7AD,2013,1.142857143
62514,LA12 7AJ,2012,2
62515,LA12 7AJ,2013,1.5
62516,LA12 7AL,2012,1
62517,LA12 7AL,2013,1.25
62518,LA12 7BE,2012,2
62519,LA12 7BE,2013,1.5
62520,LA12 7DF,2012,1
62521,LA12 7DF,2013,1.666666667
62522,LA12 7LH,2012,1
62523,LA12 7LH,2013,1
62524,LA12 7LR,2013,1
62525,LA12 7LS,2012,1
62526,LA12 7LS,2013,1
62527,LA12 7LY,2012,1.666666667
62528,LA12 7LZ,2012,1.3
62529,LA12 7LZ,2013,1
62530,LA12 7PG,2012,1.090909091
62531,LA12 7PG,2013,1.4
62532,LA12 7QH,2012,1
62533,LA12 7QH,2013,1
62534,LA12 7RD,2013,1
62535,LA12 7RP,2012,1.25
62536,LA12 7RP,2013,1.125
62537,LA12 7SE,2012,1.75
62538,LA12 7SQ,2012,1.2
62539,LA12 7SQ,2013,1.666666667
62540,LA12 7SZ,2012,1.545454545
62541,LA12 8AA,2012,1.2
62542,LA12 8AD,2012,1.25
62543,LA12 8DP,2012,1.857142857
62544,LA12 8EF,2012,1
62545,LA12 8EF,2013,1
62546,LA12 8EG,2012,1.5
62547,LA12 8EG,2013,1.5
62548,LA12 8EU,2012,1
62549,LA12 8HT,2012,1.75
62550,LA12 8HU,2012,2
62551,LA12 8HU,2013,1.5
62552,LA12 8JW,2012,1.6
62553,LA12 8JY,2012,1.166666667
62554,LA12 8JY,2013,1.5
62555,LA12 8NA,2012,1
62556,LA12 8NA,2013,1
62557,LA12 8ND,2012,3
62558,LA12 8NE,2012,1.5
62559,LA12 8NH,2012,1.5
62560,LA12 8NP,2012,1.666666667
62561,LA12 8NP,2013,1.8
62562,LA12 8NR,2012,1.166666667
62563,LA12 8NR,2013,1.5
62564,LA12 8PX,2012,1.5
62565,LA12 8PX,2013,1.142857143
62566,LA12 8RE,2012,1.285714286
62567,LA12 9AA,2012,1.142857143
62568,LA12 9AA,2013,1
62569,LA12 9AT,2012,2
62570,LA12 9LH,2012,2
62571,LA12 9QF,2012,1.75
62572,LA12 9QF,2013,2
62573,LA12 9QW,2012,2
62574,LA12 9QZ,2012,1.666666667
62575,LA12 9RB,2012,2
62576,LA12 9RB,2013,1.2
62577,LA12 9RJ,2012,1
62578,LA12 9RJ,2013,1.5
62579,LA12 9RU,2013,1
62580,LA13,2012,1.411764706
62581,LA13 0DY,2012,2
62582,LA13 0EE,2012,1.5
62583,LA13 0EJ,2013,3
62584,LA13 0EL,2012,1.666666667
62585,LA13 0JG,2012,1
62586,LA13 0JZ,2012,2
62587,LA13 0NT,2012,1.5
62588,LA13 0NZ,2012,1
62589,LA13 0PA,2012,1.4
62590,LA13 0PA,2013,1
62591,LA13 0PD,2012,1.285714286
62592,LA13 0PD,2013,1.5
62593,LA13 0QW,2012,1
62594,LA13 0QW,2013,1
62595,LA13 9AD,2012,1
62596,LA13 9AE,2012,1
62597,LA13 9AE,2013,1
62598,LA13 9BT,2013,1
62599,LA13 9BW,2012,1
62600,LA13 9BY,2012,1
62601,LA13 9DT,2012,1.4
62602,LA13 9DT,2013,1
62603,LA13 9EQ,2012,1
62604,LA13 9HZ,2012,1.833333333
62605,LA13 9JR,2012,1.666666667
62606,LA13 9JR,2013,1
62607,LA13 9LD,2012,1.75
62608,LA13 9LD,2013,1.333333333
62609,LA13 9LE,2012,1.111111111
62610,LA13 9LE,2013,1
62611,LA13 9LF,2013,1
62612,LA13 9LP,2012,1.5
62613,LA13 9LP,2013,1.666666667
62614,LA13 9NS,2012,1.545454545
62615,LA13 9PP,2012,1
62616,LA13 9PP,2013,1
62617,LA13 9PY,2013,1
62618,LA13 9QG,2012,2
62619,LA13 9QG,2013,1
62620,LA13 9RA,2012,2.333333333
62621,LA13 9RG,2012,1.833333333
62622,LA13 9RG,2013,1
62623,LA13 9RQ,2012,1.875
62624,LA13 9RQ,2013,2
62625,LA13 9RR,2012,1.4
62626,LA13 9SN,2012,1
62627,LA13 9SN,2013,1.2
62628,LA13 9TB,2012,2
62629,LA13 9TF,2012,1.736842105
62630,LA13 9UE,2012,3
62631,LA14 1AF,2012,1.888888889
62632,LA14 1AF,2013,2
62633,LA14 1BG,2012,1
62634,LA14 1BG,2013,1
62635,LA14 1BS,2012,1
62636,LA14 1DJ,2012,1
62637,LA14 1DU,2012,1
62638,LA14 1DU,2013,3
62639,LA14 1HA,2012,1.25
62640,LA14 1HY,2012,1.2
62641,LA14 1LG,2012,1
62642,LA14 1LL,2012,1
62643,LA14 1NR,2012,1
62644,LA14 1NR,2013,1.333333333
62645,LA14 1QP,2012,1.125
62646,LA14 1RU,2012,1
62647,LA14 1RU,2013,1
62648,LA14 1RW,2012,1.666666667
62649,LA14 1RW,2013,3
62650,LA14 1SB,2012,1
62651,LA14 1ST,2012,1
62652,LA14 1XT,2012,1
62653,LA14 1XT,2013,1.25
62654,LA14 1XX,2012,1.285714286
62655,LA14 1XX,2013,2
62656,LA14 2BZ,2013,1
62657,LA14 2DG,2012,2
62658,LA14 2DU,2012,2
62659,LA14 2DU,2013,4
62660,LA14 2DX,2012,1
62661,LA14 2DX,2013,1
62662,LA14 2HG,2012,1.125
62663,LA14 2HG,2013,1
62664,LA14 2LB,2012,1.5
62665,LA14 2LJ,2012,1
62666,LA14 2LJ,2013,1.8
62667,LA14 2NA,2012,1.4
62668,LA14 2NA,2013,1.333333333
62669,LA14 2NB,2012,2.333333333
62670,LA14 2NJ,2012,1.333333333
62671,LA14 2NR,2012,1.166666667
62672,LA14 2NR,2013,1
62673,LA14 2NS,2012,1.25
62674,LA14 2NS,2013,1.5
62675,LA14 2NZ,2012,1.375
62676,LA14 2NZ,2013,1
62677,LA14 2PA,2012,1
62678,LA14 2PA,2013,1.8
62679,LA14 2PD,2012,1.8
62680,LA14 2PD,2013,1
62681,LA14 2PP,2012,2
62682,LA14 2PP,2013,2
62683,LA14 2PQ,2013,1
62684,LA14 2PW,2013,2
62685,LA14 2QN,2012,1.5
62686,LA14 2QQ,2013,1.333333333
62687,LA14 2TH,2012,2.5
62688,LA14 2TH,2013,1
62689,LA14 2TX,2012,2
62690,LA14 2TX,2013,1
62691,LA14 3AA,2012,1.142857143
62692,LA14 3AA,2013,3
62693,LA14 3AF,2012,1.125
62694,LA14 3AF,2013,1
62695,LA14 3BG,2012,1.5
62696,LA14 3BW,2012,1
62697,LA14 3DX,2012,1.375
62698,LA14 3DX,2013,1
62699,LA14 3DY,2013,1
62700,LA14 3HG,2012,1
62701,LA14 3HG,2013,1
62702,LA14 3HU,2012,1
62703,LA14 3HU,2013,2.25
62704,LA14 3HY,2012,1.375
62705,LA14 3HY,2013,1.5
62706,LA14 3HZ,2012,1.666666667
62707,LA14 3HZ,2013,1.5
62708,LA14 3JH,2012,1.5
62709,LA14 3NR,2012,1.875
62710,LA14 3NR,2013,1
62711,LA14 3PL,2012,1
62712,LA14 3QR,2012,1
62713,LA14 3RP,2012,1.25
62714,LA14 3TN,2012,1.5
62715,LA14 3TN,2013,1.5
62716,LA14 3UA,2012,1.25
62717,LA14 3UA,2013,1.625
62718,LA14 3UD,2012,1
62719,LA14 3YE,2012,1
62720,LA14 3YE,2013,1
62721,LA14 3YG,2012,2
62722,LA14 4AD,2012,1.2
62723,LA14 4AD,2013,1
62724,LA14 4BN,2012,1.25
62725,LA14 4BX,2012,1
62726,LA14 4BX,2013,1
62727,LA14 4DJ,2012,1.166666667
62728,LA14 4DT,2012,1.5
62729,LA14 4DT,2013,1.666666667
62730,LA14 4HT,2012,1.666666667
62731,LA14 4PL,2012,3
62732,LA14 4PY,2012,1.333333333
62733,LA14 4PY,2013,1
62734,LA14 4QB,2012,1.428571429
62735,LA14 4QB,2013,1.5
62736,LA14 4QF,2012,1.25
62737,LA14 4QF,2013,1
62738,LA14 4QP,2012,1
62739,LA14 4QR,2012,1.75
62740,LA14 4QS,2013,1.5
